Dates,Primary Type,Location Description,Arrest,Domestic,Ward,Counts,District,Primary Types
2015-09-25,BURGLARY,RESIDENCE,0,0,18.0,635,6,3
2015-09-25,NARCOTICS,STREET,1,0,27.0,635,18,17
2015-09-25,BATTERY,APARTMENT,0,0,21.0,635,6,2
2015-09-25,BATTERY,SIDEWALK,1,0,37.0,635,15,2
2015-09-25,PUBLIC PEACE VIOLATION,SIDEWALK,1,0,20.0,635,9,25
2015-09-25,BATTERY,PARKING LOT/GARAGE(NON.RESID.),0,1,33.0,635,17,2
2015-09-25,INTERFERENCE WITH PUBLIC OFFICER,STREET,1,0,17.0,635,7,12
2015-09-25,THEFT,GAS STATION,0,0,6.0,635,7,29
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,16.0,635,9,6
2015-09-23,BATTERY,SIDEWALK,0,1,46.0,727,19,2
2015-09-24,ASSAULT,RESIDENCE PORCH/HALLWAY,0,1,3.0,601,2,1
2015-09-25,PUBLIC PEACE VIOLATION,STREET,1,0,20.0,635,9,25
2015-09-25,NARCOTICS,STREET,1,0,11.0,635,9,17
2015-09-25,BATTERY,APARTMENT,0,1,4.0,635,2,2
2015-09-25,BATTERY,SIDEWALK,1,0,4.0,635,2,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,24.0,635,11,6
2015-09-25,ASSAULT,PARK PROPERTY,0,0,4.0,635,2,1
2015-09-25,BATTERY,SIDEWALK,0,0,24.0,635,10,2
2015-09-25,BATTERY,STREET,0,0,7.0,635,4,2
2015-09-25,BATTERY,ALLEY,0,1,10.0,635,4,2
2015-09-25,THEFT,DRUG STORE,0,0,44.0,635,19,29
2015-09-25,BATTERY,RESIDENCE,0,1,8.0,635,4,2
2015-09-25,LIQUOR LAW VIOLATION,MOVIE HOUSE/THEATER,1,0,44.0,635,19,15
2015-09-25,OTHER OFFENSE,SIDEWALK,1,0,18.0,635,8,22
2015-09-25,NARCOTICS,SIDEWALK,1,0,27.0,635,18,17
2015-09-25,BATTERY,RESIDENCE,0,0,5.0,635,3,2
2015-09-25,THEFT,RESTAURANT,0,0,27.0,635,12,29
2015-09-25,THEFT,RESTAURANT,0,0,42.0,635,18,29
2015-09-25,NARCOTICS,SIDEWALK,1,0,29.0,635,15,17
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,32.0,635,18,6
2015-09-25,OTHER OFFENSE,STREET,0,0,31.0,635,25,22
2015-09-25,NARCOTICS,ALLEY,1,0,37.0,635,25,17
2015-09-22,OFFENSE INVOLVING CHILDREN,STREET,0,1,17.0,704,7,20
2015-09-25,CRIMINAL DAMAGE,RESIDENCE,0,0,9.0,635,5,6
2015-09-25,THEFT,DEPARTMENT STORE,0,0,42.0,635,18,29
2015-03-28,THEFT,RESIDENCE,0,0,17.0,2,7,29
2015-04-10,ASSAULT,APARTMENT,0,1,30.0,3,25,1
2015-09-25,NARCOTICS,STREET,1,0,46.0,635,19,17
2015-09-25,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,42.0,635,18,6
2015-09-25,CRIMINAL DAMAGE,STREET,1,1,24.0,635,10,6
2015-09-25,BATTERY,SIDEWALK,0,0,22.0,635,10,2
2015-09-25,MOTOR VEHICLE THEFT,STREET,1,0,3.0,635,2,16
2015-09-25,MOTOR VEHICLE THEFT,STREET,0,0,2.0,635,1,16
2015-09-25,BATTERY,ALLEY,1,0,4.0,635,2,2
2015-09-25,NARCOTICS,STREET,1,0,24.0,635,11,17
2015-09-25,THEFT,GAS STATION,0,0,6.0,635,6,29
2015-09-25,CRIMINAL DAMAGE,RESIDENCE,0,0,41.0,635,16,6
2015-09-25,BATTERY,VEHICLE NON-COMMERCIAL,0,0,45.0,635,16,2
2015-09-20,OTHER OFFENSE,RESIDENCE,0,0,17.0,731,6,22
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,21.0,635,6,6
2015-09-25,ASSAULT,RESIDENCE,0,1,38.0,635,16,1
2015-09-25,NARCOTICS,STREET,1,0,3.0,635,2,17
2015-09-25,NARCOTICS,SIDEWALK,1,0,16.0,635,7,17
2015-09-25,NARCOTICS,RESIDENCE,1,0,23.0,635,8,17
2015-09-25,BURGLARY,APARTMENT,0,0,44.0,635,19,3
2015-09-25,NARCOTICS,STREET,1,0,10.0,635,4,17
2015-09-25,NARCOTICS,STREET,1,0,28.0,635,11,17
2015-09-25,CRIMINAL TRESPASS,CONVENIENCE STORE,1,0,28.0,635,11,8
2015-09-25,GAMBLING,SIDEWALK,1,0,15.0,635,8,10
2015-09-25,NARCOTICS,ALLEY,1,0,25.0,635,12,17
2015-09-25,BURGLARY,CHA APARTMENT,0,0,9.0,635,5,3
2015-09-25,DECEPTIVE PRACTICE,SIDEWALK,0,0,2.0,635,12,9
2015-09-25,THEFT,STREET,0,0,42.0,635,18,29
2015-09-25,THEFT,STREET,0,0,30.0,635,25,29
2015-09-25,DECEPTIVE PRACTICE,STREET,0,0,42.0,635,18,9
2015-09-25,OTHER OFFENSE,STREET,1,0,18.0,635,6,22
2015-09-25,NARCOTICS,SIDEWALK,1,0,17.0,635,7,17
2015-09-25,BATTERY,RESIDENCE PORCH/HALLWAY,1,0,20.0,635,3,2
2015-09-25,NARCOTICS,SIDEWALK,1,0,1.0,635,14,17
2015-09-25,BATTERY,CHA PARKING LOT/GROUNDS,1,1,2.0,635,11,2
2015-09-25,BATTERY,STREET,1,1,7.0,635,4,2
2015-09-25,BATTERY,SIDEWALK,0,0,7.0,635,4,2
2015-09-25,BATTERY,ALLEY,0,0,24.0,635,11,2
2015-09-25,ASSAULT,RESIDENCE,0,1,7.0,635,4,1
2015-09-25,BATTERY,CHA PARKING LOT/GROUNDS,0,1,2.0,635,11,2
2015-09-25,NARCOTICS,SIDEWALK,1,0,28.0,635,11,17
2015-09-25,ASSAULT,CTA GARAGE / OTHER PROPERTY,1,0,21.0,635,6,1
2015-09-25,BATTERY,APARTMENT,0,1,5.0,635,2,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,9.0,635,5,6
2015-09-25,PROSTITUTION,STREET,1,0,7.0,635,4,23
2015-09-25,LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,1,0,7.0,635,4,15
2015-09-25,BATTERY,STREET,0,1,3.0,635,2,2
2015-09-25,CRIMINAL DAMAGE,RESIDENCE,0,0,9.0,635,5,6
2015-09-25,PROSTITUTION,STREET,1,0,7.0,635,4,23
2015-09-25,OTHER OFFENSE,STREET,1,0,15.0,635,7,22
2015-09-25,ASSAULT,SIDEWALK,0,0,11.0,635,9,1
2015-09-25,NARCOTICS,SIDEWALK,1,0,42.0,635,18,17
2015-09-25,THEFT,CTA TRAIN,0,0,42.0,635,1,29
2015-09-25,ASSAULT,STREET,1,0,16.0,635,9,1
2015-09-24,THEFT,CONVENIENCE STORE,0,0,2.0,601,1,29
2015-09-25,NARCOTICS,GAS STATION,1,0,21.0,635,6,17
2015-09-25,ROBBERY,STREET,0,0,12.0,635,9,26
2015-09-25,BATTERY,RESIDENCE,0,1,6.0,635,6,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,28.0,635,11,6
2015-09-24,CRIMINAL TRESPASS,STREET,0,0,41.0,601,16,8
2015-09-25,BATTERY,RESIDENCE,0,1,24.0,635,11,2
2015-09-25,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),0,0,6.0,635,6,30
2015-09-25,BATTERY,ALLEY,1,1,14.0,635,9,2
2015-09-25,BATTERY,PARKING LOT/GARAGE(NON.RESID.),0,0,18.0,635,8,2
2015-09-25,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),1,0,29.0,635,15,30
2015-09-25,CRIMINAL DAMAGE,PARK PROPERTY,0,0,18.0,635,8,6
2015-09-25,BATTERY,ALLEY,1,0,10.0,635,4,2
2015-09-25,OTHER OFFENSE,SIDEWALK,0,1,7.0,635,4,22
2015-09-25,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,6.0,635,6,16
2015-09-25,THEFT,RESIDENCE,0,1,8.0,635,4,29
2015-09-25,BATTERY,APARTMENT,1,1,8.0,635,6,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,7.0,635,4,6
2015-09-25,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,6.0,635,6,29
2015-09-25,BATTERY,STREET,1,1,37.0,635,11,2
2015-09-25,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),1,0,21.0,635,6,16
2015-09-25,ROBBERY,STREET,0,0,15.0,635,8,26
2015-09-25,DECEPTIVE PRACTICE,RESIDENCE,0,0,20.0,635,3,9
2015-09-25,BATTERY,APARTMENT,0,1,5.0,635,3,2
2015-09-25,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",1,0,24.0,635,10,8
2015-09-26,BATTERY,SIDEWALK,0,0,41.0,615,16,2
2015-09-25,NARCOTICS,STREET,1,0,16.0,635,9,17
2015-09-25,BATTERY,RESIDENTIAL YARD (FRONT/BACK),1,0,35.0,635,14,2
2015-09-25,ROBBERY,SIDEWALK,0,0,2.0,635,12,26
2015-09-26,BATTERY,APARTMENT,1,1,40.0,615,24,2
2015-09-26,DECEPTIVE PRACTICE,TAXICAB,0,0,25.0,615,12,9
2015-09-25,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,1,0,24.0,635,11,6
2015-09-25,BURGLARY,APARTMENT,0,0,6.0,635,3,3
2015-09-25,CRIM SEXUAL ASSAULT,PARKING LOT/GARAGE(NON.RESID.),0,0,4.0,635,2,5
2015-09-26,BATTERY,SIDEWALK,1,0,27.0,615,11,2
2015-09-25,THEFT,OTHER,0,0,27.0,635,12,29
2015-09-25,NARCOTICS,STREET,1,0,6.0,635,3,17
2015-09-25,THEFT,STREET,0,0,43.0,635,19,29
2015-09-25,THEFT,RESTAURANT,0,0,1.0,635,14,29
2015-09-25,BATTERY,APARTMENT,0,1,24.0,635,15,2
2015-09-07,OTHER OFFENSE,RESIDENCE,0,0,18.0,765,8,22
2015-09-25,OTHER OFFENSE,RESIDENCE,0,1,38.0,635,16,22
2015-09-25,THEFT,CTA TRAIN,0,0,42.0,635,1,29
2015-09-26,NARCOTICS,SIDEWALK,1,0,28.0,615,11,17
2015-09-25,ASSAULT,STREET,0,0,20.0,635,2,1
2015-09-26,BATTERY,RESIDENCE,0,1,16.0,615,7,2
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,4.0,615,2,6
2015-09-26,ASSAULT,SIDEWALK,0,0,34.0,615,22,1
2015-09-25,BURGLARY,APARTMENT,0,0,7.0,635,4,3
2015-09-25,BURGLARY,RESIDENCE,0,0,8.0,635,4,3
2015-09-25,NARCOTICS,SIDEWALK,1,0,28.0,635,15,17
2015-09-26,BATTERY,STREET,0,0,27.0,615,11,2
2015-09-26,CRIMINAL DAMAGE,RESIDENCE,0,0,24.0,615,10,6
2015-09-25,BATTERY,STREET,0,0,27.0,635,11,2
2015-09-25,ASSAULT,RESIDENCE,0,0,27.0,635,11,1
2015-09-26,CRIMINAL DAMAGE,STREET,1,0,46.0,615,19,6
2015-09-26,ASSAULT,SIDEWALK,0,0,28.0,615,11,1
2015-09-25,BATTERY,ALLEY,0,1,49.0,635,24,2
2015-09-25,NARCOTICS,STREET,1,0,35.0,635,14,17
2015-09-26,NARCOTICS,STREET,1,0,31.0,615,25,17
2015-09-25,BATTERY,OTHER,0,0,1.0,635,14,2
2015-09-26,NARCOTICS,STREET,1,0,14.0,615,8,17
2015-09-26,BURGLARY,PARK PROPERTY,0,0,24.0,615,10,3
2015-09-26,ASSAULT,STREET,0,0,12.0,615,10,1
2015-09-26,THEFT,GAS STATION,0,0,7.0,615,4,29
2015-09-09,THEFT,APARTMENT,0,1,5.0,669,3,29
2015-09-26,THEFT,BAR OR TAVERN,0,0,44.0,615,19,29
2015-09-25,THEFT,STREET,0,0,33.0,635,17,29
2015-09-26,BATTERY,APARTMENT,0,0,27.0,615,11,2
2015-09-26,PUBLIC PEACE VIOLATION,SIDEWALK,0,0,27.0,615,11,25
2015-09-26,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),0,1,28.0,615,11,8
2015-09-25,ASSAULT,STREET,0,0,16.0,635,7,1
2015-09-25,BURGLARY,APARTMENT,1,0,44.0,635,19,3
2015-09-25,BATTERY,RESIDENCE,0,1,21.0,635,6,2
2015-09-26,BATTERY,SIDEWALK,0,0,6.0,615,6,2
2015-09-26,BATTERY,SIDEWALK,0,0,15.0,615,8,2
2015-09-26,ASSAULT,RESIDENCE,0,0,21.0,615,6,1
2015-09-26,ARSON,ABANDONED BUILDING,0,0,14.0,615,8,0
2015-09-26,BATTERY,APARTMENT,0,1,6.0,615,6,2
2015-09-25,ASSAULT,PARK PROPERTY,1,0,49.0,635,24,1
2015-09-26,ROBBERY,STREET,1,0,42.0,615,18,26
2015-09-26,NARCOTICS,STREET,1,0,15.0,615,8,17
2015-09-26,BATTERY,PARKING LOT/GARAGE(NON.RESID.),0,0,35.0,615,14,2
2015-09-26,ROBBERY,SIDEWALK,0,0,35.0,615,14,26
2015-09-25,BATTERY,RESIDENCE,1,0,34.0,635,22,2
2015-09-25,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),0,0,28.0,635,11,26
2015-09-26,BATTERY,APARTMENT,0,1,46.0,615,19,2
2015-09-26,WEAPONS VIOLATION,SIDEWALK,1,0,44.0,615,19,30
2015-09-26,ROBBERY,STREET,0,0,26.0,615,14,26
2015-09-26,CRIMINAL DAMAGE,RESIDENCE,0,0,35.0,615,14,6
2015-09-26,BATTERY,SIDEWALK,0,0,24.0,615,11,2
2015-09-23,CRIMINAL DAMAGE,APARTMENT,0,0,5.0,727,3,6
2015-09-26,BATTERY,STREET,0,1,29.0,615,25,2
2015-09-26,BATTERY,APARTMENT,0,0,22.0,615,10,2
2015-09-26,ASSAULT,SIDEWALK,1,0,42.0,615,18,1
2015-09-26,BATTERY,SIDEWALK,0,0,24.0,615,11,2
2015-09-25,BATTERY,SIDEWALK,0,0,49.0,635,24,2
2015-09-26,BATTERY,RESIDENCE PORCH/HALLWAY,0,0,9.0,615,5,2
2015-09-26,THEFT,TAVERN/LIQUOR STORE,0,0,42.0,615,18,29
2015-09-25,BATTERY,APARTMENT,0,1,50.0,635,24,2
2015-09-26,ROBBERY,SIDEWALK,0,0,18.0,615,8,26
2015-09-24,MOTOR VEHICLE THEFT,STREET,0,0,25.0,601,12,16
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,24.0,635,10,6
2015-09-26,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,48.0,615,20,6
2015-09-25,BATTERY,SIDEWALK,0,0,15.0,635,7,2
2015-09-26,ASSAULT,SIDEWALK,1,0,27.0,615,11,1
2015-09-25,THEFT,CTA BUS STOP,0,0,17.0,635,6,29
2015-09-25,OTHER OFFENSE,APARTMENT,0,0,49.0,635,24,22
2015-09-26,THEFT,BAR OR TAVERN,0,0,43.0,615,18,29
2015-09-26,NARCOTICS,STREET,1,0,50.0,615,24,17
2015-09-26,PUBLIC PEACE VIOLATION,STREET,0,0,5.0,615,2,25
2015-09-25,CRIMINAL DAMAGE,PARK PROPERTY,0,0,49.0,635,24,6
2015-09-26,BATTERY,RESIDENCE PORCH/HALLWAY,0,0,37.0,615,15,2
2015-09-25,BATTERY,APARTMENT,0,1,31.0,635,17,2
2015-09-25,CRIMINAL DAMAGE,APARTMENT,0,0,37.0,635,15,6
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,15.0,615,7,6
2015-09-26,WEAPONS VIOLATION,STREET,1,0,24.0,615,10,30
2015-09-25,BATTERY,RESIDENCE,0,1,37.0,635,15,2
2015-09-26,THEFT,RESIDENCE,0,1,28.0,615,15,29
2015-09-26,BATTERY,SIDEWALK,1,0,3.0,615,2,2
2015-09-26,BATTERY,RESIDENCE PORCH/HALLWAY,0,0,9.0,615,5,2
2015-09-26,ASSAULT,STREET,1,0,26.0,615,12,1
2015-09-26,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1,0,14.0,615,8,30
2015-04-10,THEFT,SIDEWALK,1,0,5.0,3,3,29
2015-07-22,ASSAULT,OTHER,0,0,6.0,9,6,1
2015-09-26,ROBBERY,SIDEWALK,0,0,15.0,615,8,26
2015-09-25,WEAPONS VIOLATION,STREET,1,0,17.0,635,7,30
2015-09-26,BATTERY,RESIDENCE PORCH/HALLWAY,0,0,30.0,615,25,2
2015-09-25,ROBBERY,SIDEWALK,0,0,43.0,635,18,26
2015-09-26,BATTERY,STREET,0,0,17.0,615,6,2
2015-09-26,CRIMINAL TRESPASS,HOSPITAL BUILDING/GROUNDS,1,0,2.0,615,12,8
2015-09-26,ASSAULT,APARTMENT,0,1,17.0,615,6,1
2015-09-22,BURGLARY,APARTMENT,0,0,8.0,704,6,3
2015-09-26,MOTOR VEHICLE THEFT,SPORTS ARENA/STADIUM,0,0,26.0,615,25,16
2015-09-26,THEFT,BAR OR TAVERN,0,0,5.0,615,3,29
2015-09-26,BATTERY,APARTMENT,1,1,9.0,615,5,2
2015-09-26,BATTERY,VEHICLE NON-COMMERCIAL,0,1,20.0,615,3,2
2015-09-26,BATTERY,STREET,0,0,26.0,615,14,2
2015-09-26,NARCOTICS,STREET,1,0,37.0,615,25,17
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,26.0,615,12,6
2015-09-26,ASSAULT,STREET,1,0,26.0,615,12,1
2015-09-26,BATTERY,SIDEWALK,0,0,1.0,615,14,2
2015-09-26,BATTERY,STREET,1,0,27.0,615,12,2
2015-09-26,LIQUOR LAW VIOLATION,BAR OR TAVERN,1,0,42.0,615,18,15
2015-09-26,BATTERY,APARTMENT,0,1,24.0,615,10,2
2015-09-26,BATTERY,SIDEWALK,0,1,20.0,615,7,2
2015-09-25,OTHER OFFENSE,APARTMENT,0,0,46.0,635,19,22
2015-09-25,CRIMINAL TRESPASS,STREET,0,0,32.0,635,14,8
2015-09-26,ROBBERY,SIDEWALK,0,0,44.0,615,19,26
2015-09-26,CRIMINAL DAMAGE,BAR OR TAVERN,0,0,46.0,615,20,6
2015-09-26,BATTERY,BAR OR TAVERN,0,1,19.0,615,22,2
2015-09-26,ROBBERY,STREET,0,0,37.0,615,25,26
2015-09-25,DECEPTIVE PRACTICE,RESTAURANT,0,0,27.0,635,12,9
2015-09-26,BATTERY,APARTMENT,0,1,24.0,615,10,2
2015-09-26,BATTERY,VEHICLE NON-COMMERCIAL,0,0,33.0,615,17,2
2015-09-25,ASSAULT,OTHER,0,0,26.0,635,12,1
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,36.0,635,25,6
2015-09-26,THEFT,STREET,0,0,21.0,615,22,29
2015-09-25,KIDNAPPING,STREET,0,0,19.0,635,22,14
2015-09-25,BATTERY,STREET,0,0,21.0,635,22,2
2015-09-26,SEX OFFENSE,STREET,1,0,11.0,615,9,27
2015-09-26,CRIMINAL DAMAGE,ALLEY,1,0,1.0,615,14,6
2015-09-25,BATTERY,RESIDENTIAL YARD (FRONT/BACK),0,0,29.0,635,15,2
2015-09-26,BATTERY,APARTMENT,1,1,26.0,615,14,2
2015-09-26,WEAPONS VIOLATION,STREET,1,0,27.0,615,11,30
2015-09-26,BATTERY,APARTMENT,0,1,1.0,615,14,2
2015-09-26,MOTOR VEHICLE THEFT,STREET,0,0,50.0,615,24,16
2015-09-26,BATTERY,STREET,0,0,28.0,615,11,2
2015-09-25,ASSAULT,APARTMENT,0,0,21.0,635,6,1
2015-09-24,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",1,0,5.0,601,3,22
2015-09-26,OTHER OFFENSE,ALLEY,0,0,6.0,615,6,22
2015-09-12,DECEPTIVE PRACTICE,BANK,0,0,7.0,677,4,9
2015-09-16,THEFT,APARTMENT,0,0,5.0,704,3,29
2015-09-25,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,21.0,635,22,29
2015-09-23,THEFT,OTHER,0,0,11.0,727,9,29
2015-09-26,BATTERY,SIDEWALK,0,0,17.0,615,6,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,2.0,635,1,6
2015-09-26,THEFT,CTA TRAIN,0,0,6.0,615,6,29
2015-09-25,BATTERY,STREET,0,1,5.0,635,3,2
2015-09-25,THEFT,STREET,0,0,18.0,635,8,29
2015-09-26,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,1,0,30.0,615,25,16
2015-09-26,CRIMINAL DAMAGE,RESIDENCE,1,1,6.0,615,7,6
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,32.0,635,19,6
2015-09-26,BATTERY,APARTMENT,1,1,29.0,615,15,2
2015-09-26,MOTOR VEHICLE THEFT,STREET,0,0,29.0,615,15,16
2015-09-25,BATTERY,RESIDENCE,0,1,29.0,635,15,2
2015-09-25,MOTOR VEHICLE THEFT,OTHER,1,0,32.0,635,19,16
2015-09-25,DECEPTIVE PRACTICE,RESIDENCE,0,0,9.0,635,5,9
2015-09-25,THEFT,RESIDENCE,0,1,4.0,635,2,29
2015-09-25,THEFT,STREET,0,0,21.0,635,22,29
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,14.0,635,8,6
2015-09-25,THEFT,BAR OR TAVERN,0,0,42.0,635,18,29
2015-09-25,THEFT,NURSING HOME/RETIREMENT HOME,0,0,44.0,635,19,29
2015-09-24,DECEPTIVE PRACTICE,RESIDENCE,0,0,2.0,601,2,9
2015-09-26,THEFT,STREET,0,0,6.0,615,6,29
2015-09-24,CRIMINAL DAMAGE,STREET,0,0,32.0,601,14,6
2015-09-24,THEFT,STREET,0,0,6.0,601,3,29
2015-09-26,THEFT,SIDEWALK,0,0,47.0,615,19,29
2015-09-25,BURGLARY,RESIDENCE-GARAGE,0,0,26.0,635,25,3
2015-09-25,THEFT,STREET,0,0,4.0,635,2,29
2015-09-25,THEFT,STREET,0,0,9.0,635,5,29
2015-09-25,BURGLARY,RESIDENCE-GARAGE,0,0,9.0,635,5,3
2015-09-25,ASSAULT,RESIDENCE,0,0,34.0,635,5,1
2015-09-22,BATTERY,STREET,0,0,27.0,704,12,2
2015-09-25,BATTERY,SIDEWALK,0,0,22.0,635,10,2
2015-09-25,THEFT,STREET,0,0,9.0,635,5,29
2015-01-01,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,38.0,33,16,20
2015-09-26,BATTERY,STREET,0,1,44.0,615,19,2
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,43.0,635,18,6
2015-09-26,CRIMINAL DAMAGE,RESTAURANT,0,0,42.0,615,18,6
2015-09-23,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,0,0,12.0,727,9,6
2015-09-25,OTHER OFFENSE,RESIDENCE,0,1,17.0,635,7,22
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,30.0,635,25,6
2015-09-26,MOTOR VEHICLE THEFT,STREET,0,0,34.0,615,5,16
2015-09-19,THEFT,ATHLETIC CLUB,0,0,24.0,732,10,29
2015-09-23,CRIMINAL DAMAGE,STREET,0,0,31.0,727,25,6
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,43.0,732,19,16
2015-09-25,ROBBERY,STREET,0,1,6.0,635,3,26
2015-09-26,THEFT,STREET,0,0,13.0,615,8,29
2015-09-22,ASSAULT,STREET,0,0,18.0,704,8,1
2015-09-26,THEFT,APARTMENT,0,1,18.0,615,8,29
2015-09-26,CRIMINAL DAMAGE,GAS STATION,0,0,13.0,615,8,6
2015-09-26,INTERFERENCE WITH PUBLIC OFFICER,STREET,1,0,28.0,615,11,12
2015-09-26,ASSAULT,APARTMENT,0,0,20.0,615,3,1
2015-09-25,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),0,0,38.0,635,17,6
2015-09-05,THEFT,COLLEGE/UNIVERSITY GROUNDS,1,0,16.0,498,7,29
2015-09-02,THEFT,RESIDENCE-GARAGE,0,0,47.0,64,19,29
2015-09-25,THEFT,BAR OR TAVERN,0,0,42.0,635,18,29
2015-09-25,THEFT,PARK PROPERTY,0,0,50.0,635,24,29
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,49.0,615,24,6
2015-09-26,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,21.0,615,22,29
2015-09-25,THEFT,RESTAURANT,0,0,42.0,635,1,29
2015-09-23,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",0,0,20.0,727,3,1
2015-09-25,THEFT,STREET,0,0,41.0,635,16,29
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,1.0,635,12,6
2015-09-25,THEFT,STREET,0,0,2.0,635,1,29
2015-09-16,THEFT,RESIDENCE PORCH/HALLWAY,0,0,34.0,704,5,29
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,11.0,635,9,6
2015-09-25,THEFT,OTHER,0,0,42.0,635,1,29
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,49.0,615,24,6
2015-09-25,DECEPTIVE PRACTICE,GAS STATION,0,0,20.0,635,7,9
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,14.0,635,8,6
2015-09-25,CRIMINAL DAMAGE,APARTMENT,0,0,15.0,635,8,6
2015-09-25,CRIMINAL DAMAGE,RESIDENCE,0,0,6.0,635,6,6
2015-09-03,SEX OFFENSE,RESIDENCE,0,1,37.0,104,11,27
2015-09-26,BATTERY,APARTMENT,0,1,28.0,615,11,2
2015-09-21,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,28.0,668,11,1
2015-09-26,ROBBERY,VEHICLE NON-COMMERCIAL,0,1,37.0,615,15,26
2015-06-11,BURGLARY,"SCHOOL, PRIVATE, BUILDING",1,0,24.0,4,11,3
2015-09-26,THEFT,GAS STATION,1,0,46.0,615,19,29
2015-09-26,BATTERY,SIDEWALK,0,0,47.0,615,19,2
2015-09-26,ROBBERY,SIDEWALK,0,0,44.0,615,19,26
2015-09-26,BATTERY,APARTMENT,0,1,31.0,615,25,2
2015-09-26,BATTERY,APARTMENT,1,1,32.0,615,18,2
2015-09-16,DECEPTIVE PRACTICE,RESIDENCE,0,0,43.0,704,18,9
2015-09-26,THEFT,RESIDENCE,0,0,34.0,615,22,29
2015-09-25,CRIMINAL DAMAGE,STREET,0,0,13.0,635,8,6
2015-09-26,CRIMINAL DAMAGE,RESIDENCE,0,0,15.0,615,8,6
2015-09-25,BURGLARY,RESIDENCE-GARAGE,0,0,19.0,635,22,3
2015-09-25,THEFT,STREET,0,0,47.0,635,19,29
2015-09-26,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),0,0,23.0,615,8,6
2015-09-25,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),0,0,3.0,635,2,8
2015-09-26,ASSAULT,RESIDENCE,0,0,5.0,615,3,1
2015-09-26,CRIMINAL DAMAGE,STREET,0,0,23.0,615,8,6
2015-09-24,BURGLARY,RESIDENCE,0,0,32.0,601,19,3
2015-09-26,BATTERY,APARTMENT,0,1,27.0,615,11,2
2015-09-26,BATTERY,SIDEWALK,0,1,12.0,615,10,2
2015-09-26,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,0,0,29.0,615,25,6
2015-09-23,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,36.0,727,16,29
2015-09-25,BATTERY,RESIDENCE,0,1,8.0,635,5,2
2015-09-25,BATTERY,APARTMENT,0,0,16.0,635,7,2
2015-09-26,BATTERY,RESIDENCE,0,1,9.0,615,5,2
2015-09-25,THEFT,RESIDENCE,0,1,34.0,635,5,29
2015-09-24,CRIMINAL DAMAGE,APARTMENT,0,0,5.0,601,3,6
2015-09-26,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,1,0,27.0,615,18,8
